REVIEW_ID,RAW_DESCRIPTION,ORIGINAL_REASON,NEW_CLASSIFICATION,MATCHED_PRODUCT_ID,MATCHED_PRODUCT,VALID_PRICE_FOUND,CURRENT_LIST_PRICE,PROPOSED_LIST_PRICE,PROPOSED_LIST_PRICE_2_DECIMALS,ACTION,CONFIDENCE,SOURCE,IS_FOOD,IS_MEAT,IS_SERVICE,PRICE_RULE,PRICE_EVIDENCE_FILE,PRICE_EVIDENCE_SHEET,PRICE_EVIDENCE_ROW,IDENTITY_KEY,ORIGINAL_REASONS
PREC-1571,Lavadora SEMI Automatica M/DIMI11W 11 KG Dimensions,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1571,Lavadora SEMI Automatica M/DIMI11W 11 KG Dimensions,,11695.0036,11695.0,11695.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,lavadora|semi|automatica|m/dimi11|w|11|kg|dimensions|DIMI11W|11W|11 kg,EXCESS_PRECISION
PREC-508,LEY 686,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,508,LEY 686,,11462.8102,11462.81,11462.81,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,ley|686,EXCESS_PRECISION
PREC-57,LICUADORA DISCOVERY HOME 3-5 VEL 600W 1.5 LITROS,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,57,LICUADORA DISCOVERY HOME 3-5 VEL 600W 1.5 LITROS,,2229.9994,2230.0,2230.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,licuadora|discovery|home|3-5|vel|600|w|1.5|600W,EXCESS_PRECISION
PREC-1585,Licuadoras Discovery HOME 3-5 VEL 600W 1.25 LITROS,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1585,Licuadoras Discovery HOME 3-5 VEL 600W 1.25 LITROS,,2229.9994,2230.0,2230.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,licuadoras|discovery|home|3-5|vel|600|w|1.25|600W,EXCESS_PRECISION
PREC-1550,Masilla Acrilica De Pared Lanco 1/4 Caja 6/1,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1550,Masilla Acrilica De Pared Lanco 1/4 Caja 6/1,,1355.9322,1355.93,1355.93,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,masilla|acrilica|pared|lanco|1/4|caja|6/1|1/4,EXCESS_PRECISION
PREC-1576,Microonda 21 L American 700-900 VATIOS,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1576,Microonda 21 L American 700-900 VATIOS,,8573.998,8574.0,8574.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,microonda|21|l|american|700-900|vatios|21 l,EXCESS_PRECISION
PREC-1547,Microondas American HMG-70 | 21 Litros,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1547,Microondas American HMG-70 | 21 Litros,,6906.9322,6906.93,6906.93,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,microondas|american|hmg-70|21|litros,EXCESS_PRECISION
PREC-965,MOTA 6'' Anti-gota LANCO,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,965,MOTA 6'' Anti-gota LANCO,,372.775,372.78,372.78,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,mota|6|anti-gota|lanco,EXCESS_PRECISION
PREC-1005,"Motosierra 18"" 45.7CC 2.82HP Husqvarna",EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1005,"Motosierra 18"" 45.7CC 2.82HP Husqvarna",,74545.8144,74545.81,74545.81,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,"motosierra|18""|45.7cc|2.82hp|husqvarna|18""",EXCESS_PRECISION
PREC-1150,Motosierra 18”48cc 2.4hp Gasoli. 2T,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1150,Motosierra 18”48cc 2.4hp Gasoli. 2T,,34828.226,34828.23,34828.23,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,motosierra|18|48cc|2.4hp|gasoli.|2t,EXCESS_PRECISION
PREC-1006,"Motosierra 20"" 59.8CC 4.3HP Husqvarna",EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1006,"Motosierra 20"" 59.8CC 4.3HP Husqvarna",,113562.509,113562.51,113562.51,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,"motosierra|20""|59.8cc|4.3hp|husqvarna|20""",EXCESS_PRECISION
PREC-55,NEVERA TECNOMASTER 10 PC,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,55,NEVERA TECNOMASTER 10 PC,,23539.997,23540.0,23540.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,nevera|tecnomaster|10|pc,EXCESS_PRECISION
PREC-1019,PERFIL 4X4 H.GALV.1.6,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1019,PERFIL 4X4 H.GALV.1.6,,5267.192,5267.19,5267.19,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,perfil|4x4|h.galv.1.6,EXCESS_PRECISION
PREC-1577,Pintura Acrilica Superior MATE PARA Exterior Popular,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1577,Pintura Acrilica Superior MATE PARA Exterior Popular,,5847.4576,5847.46,5847.46,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,pintura|acrilica|superior|mate|para|exterior|popular,EXCESS_PRECISION
PREC-1551,Pintura Acrílica Superior Mate P/exteriores,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1551,Pintura Acrílica Superior Mate P/exteriores,,6326.2712,6326.27,6326.27,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,pintura|acrilica|superior|mate|p/exteriores,EXCESS_PRECISION
PREC-1552,Pintura Trafico Esmalte CANO,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1552,Pintura Trafico Esmalte CANO,,1564.0678,1564.07,1564.07,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,pintura|trafico|esmalte|cano,EXCESS_PRECISION
PREC-873,Punta Ph 2 X 50mm - Bianditz 239202,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,873,Punta Ph 2 X 50mm - Bianditz 239202,,85.3715,85.37,85.37,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,punta|ph|2|x|50|mm|-|bianditz,EXCESS_PRECISION
PREC-874,Punta Ph 2 X 75mm - Bianditz 240205,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,874,Punta Ph 2 X 75mm - Bianditz 240205,,350.5468,350.55,350.55,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,punta|ph|2|x|75|mm|-|bianditz,EXCESS_PRECISION
PREC-875,Resbalardores Blanco/negro C/goma 1,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,875,Resbalardores Blanco/negro C/goma 1,,10.7688,10.77,10.77,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,resbalardores|blanco/negro|c/goma|1,EXCESS_PRECISION
PREC-1590,SET DE Muebles Platicos FERR Confort,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1590,SET DE Muebles Platicos FERR Confort,,20399.1556,20399.16,20399.16,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,set|muebles|platicos|ferr|confort,EXCESS_PRECISION
PREC-995,Sub-total,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,995,Sub-total,,770414.9366,770414.94,770414.94,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,sub-total,EXCESS_PRECISION
PREC-1593,Tanques O Cilindros DE GAS 25 LB Duragas,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1593,Tanques O Cilindros DE GAS 25 LB Duragas,,3849.1364,3849.14,3849.14,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,tanques|o|cilindros|gas|25|lb|duragas|25 lb,EXCESS_PRECISION
PREC-1574,Televisor AIWA 43'',EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1574,Televisor AIWA 43'',,14200.002,14200.0,14200.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,televisor|aiwa|43,EXCESS_PRECISION
PREC-1583,Televisor DAIWA 43'',EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1583,Televisor DAIWA 43'',,14200.002,14200.0,14200.00,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,televisor|daiwa|43,EXCESS_PRECISION
PREC-1584,"Televisor LG 40"" PULG",EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1584,"Televisor LG 40"" PULG",,17449.9934,17449.99,17449.99,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,"televisor|lg|40""|pulg|40""",EXCESS_PRECISION
PREC-870,Tirador Inox Barra 96mm 9609 SS201,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,870,Tirador Inox Barra 96mm 9609 SS201,,36.644,36.64,36.64,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,tirador|inox|barra|96|mm|9609|ss201|SS201,EXCESS_PRECISION
PREC-872,Tornillo Diab. Negro 2.5' 'x8 Mipecker,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,872,Tornillo Diab. Negro 2.5' 'x8 Mipecker,,10.7697,10.77,10.77,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,tornillo|diab.|negro|2.5|x8|mipecker,EXCESS_PRECISION
PREC-1462,TOTAL Indirectos,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1462,TOTAL Indirectos,,517848.716,517848.72,517848.72,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,total|indirectos,EXCESS_PRECISION
PREC-1579,Trafico Amarillo Positivo,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1579,Trafico Amarillo Positivo,,1398.3051,1398.31,1398.31,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,trafico|amarillo|positivo,EXCESS_PRECISION
PREC-1578,Trafico Blanco,EXCESS_LIST_PRICE_PRECISION,PRICE_PRECISION_FIX,1578,Trafico Blanco,,1398.3051,1398.31,1398.31,PRICE_PRECISION_FIX,HIGH,odoo_catalog,False,False,False,ROUND_HALF_UP_2,,,,trafico|blanco,EXCESS_PRECISION
AG-0001,Preliminares,MISSING_VALID_PRICE,NON_PRODUCT,,,,,,,IGNORE_NON_PRODUCT,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx,False,False,True,NO_PRICE,,,,preliminares,MISSING_VALID_PRICE
AG-0003,Construccion De Rampa P/puerta Principal,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,construccion|rampa|p/puerta|principal,MISSING_VALID_PRICE
AG-0005,Construccion Acera,MISSING_VALID_PRICE,NON_PRODUCT,,,,,,,IGNORE_NON_PRODUCT,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,construccion|acera,MISSING_VALID_PRICE
AG-0008,Pisos,MISSING_VALID_PRICE,NON_PRODUCT,,,,,,,IGNORE_NON_PRODUCT,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,pisos,MISSING_VALID_PRICE
AG-0011,Direccion Tecnica,PRICE_OUTLIER_REVIEW;MISSING_VALID_PRICE,NON_PRODUCT,,,,,,,IGNORE_NON_PRODUCT,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx | COTIZACIONES_b089.xlsx,False,False,True,PRICE_OUTLIER_REVIEW,,,,direccion|tecnica,PRICE_OUTLIER_REVIEW|MISSING_VALID_PRICE
AG-0012,Transporte,PRICE_OUTLIER_REVIEW;MISSING_VALID_PRICE,SERVICE,,,,,0.0,0.00,MAP_TO_SERVICES,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx | COTIZACIONES_b089.xlsx,False,False,True,PRICE_OUTLIER_REVIEW,,,,transporte,PRICE_OUTLIER_REVIEW|MISSING_VALID_PRICE
AG-0013,Volumen Análisis,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,volumen|analisis,MISSING_VALID_PRICE
AG-0014,Materiales Y Equipos,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,materiales|equipos,MISSING_VALID_PRICE
AG-0015,Malla Electrosoldada D2.3 10x10mm + 10% Desp.,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,malla|electrosoldada|d2.3|10x10|mm|10%|desp.,MISSING_VALID_PRICE
AG-0016,Hormigón Industrial 210kg/cm2 - 10% Desp,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,hormigon|industrial|210|kg/cm2|-|10%|desp|210 kg,MISSING_VALID_PRICE
AG-0017,Alambre Dulce No. 18,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,alambre|dulce|no.|18,MISSING_VALID_PRICE
AG-0018,Total/und,MISSING_VALID_PRICE,NEW_PRODUCT_WITHOUT_PRICE,,,,,,,KEEP_MANUAL_REVIEW,HIGH,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES_b089.xlsx,False,False,False,NO_PRICE,,,,total/und,MISSING_VALID_PRICE
