CANONICAL_ID,CANONICAL_NAME,TYPE,CATEGORY,UOM,BRAND,MODEL,SPECIFICATION,IS_FOOD,IS_MEAT,IS_SERVICE,COMPANY_SCOPE,CURRENT_ODOO_PRODUCT_ID,CURRENT_ODOO_NAME,CURRENT_LIST_PRICE,HISTORICAL_OCCURRENCES,HISTORICAL_MIN_PRICE,HISTORICAL_MAX_PRICE,FINAL_LIST_PRICE,MATCH_TYPE,SOURCE_FILES_COUNT,SOURCE_SHEETS_COUNT,ACTION,REVIEW_REASON,PRICE_RULE,MAX_PRICE_SOURCE_FILE,MAX_PRICE_SOURCE_SHEET,MAX_PRICE_SOURCE_ROW,MAX_PRICE_DOCUMENT_TYPE,MAX_PRICE_DESCRIPTION,MAX_PRICE_QTY,MAX_PRICE_UNIT_EXCL,MAX_PRICE_CURRENCY,IDENTITY_KEY,SOURCE_FILES
AG-0622,Pintura Acrilica Amarillo Positivo Popular Pro/tropical,consu,Pinturas,Units,Tropical,,,False,False,False,SHARED,44,PINTURA ACRILICA AMARILLO POSITIVO POPULAR PRO/TROPICAL,2386.5,5,2386.5,2386.5,2386.5,EXACT_MATCH,1,5,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (44),20,QUOTATION,PINTURA ACRILICA AMARILLO POSITIVO POPULAR PRO/TROPICAL,60.0,2386.5,DOP,pintura|acrilica|amarillo|positivo|popular|pro/tropical,COTIZACIONES_0.2_b68c.xlsx
AG-0626,Pintura Esmalte PLUS AZUL 54 Tropica/ Popular PRO,consu,Pinturas,Units,,,,False,False,False,SHARED,48,PINTURA ESMALTE PLUS AZUL 54 TROPICA/ POPULAR PRO,11932.5,5,11932.5,11932.5,11932.5,EXACT_MATCH,1,5,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (44),24,QUOTATION,PINTURA ESMALTE PLUS AZUL 54  TROPICA/ POPULAR PRO,9.0,11932.5,DOP,pintura|esmalte|plus|azul|54|tropica/|popular|pro,COTIZACIONES_0.2_b68c.xlsx
AG-0627,Pintura Acrilica VERDE LIMON 25 Popular Pro/tropical,consu,Pinturas,Units,Tropical,,,False,False,False,SHARED,49,PINTURA ACRILICA VERDE LIMON 25 POPULAR PRO/TROPICAL,11932.5,5,11932.5,11932.5,11932.5,EXACT_MATCH,1,5,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (44),25,QUOTATION,PINTURA ACRILICA VERDE LIMON 25 POPULAR PRO/TROPICAL,9.0,11932.5,DOP,pintura|acrilica|verde|limon|25|popular|pro/tropical,COTIZACIONES_0.2_b68c.xlsx
AG-0688,HILO PARA Cortadora DE GRAMA 3.3MM X 237M Htr5/podar Truper,consu,Herramientas,Units,Truper,HTR5,model=HTR5,False,False,False,SHARED,38,HILO PARA CORTADORA DE GRAMA 3.3MM X 237M HTR5/PODAR TRUPER,4000.0,14,2850.0,4000.0,4000.0,EXACT_MATCH,4,13,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (57),15,QUOTATION,HILO PARA CORTADORA DE GRAMA  3.3MM X 237M htr5/podar truper,200.0,4000.0,DOP,hilo|para|cortadora|grama|3.3|mm|x|237m|HTR5,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0691,DISCO DE 14 X 3/32 DEWALT,consu,Herramientas,Units,Dewalt,,caliber=3/32,False,False,False,SHARED,62,DISCO DEWALT DE 14 X 3/32,620.0,5,556.0,556.0,620.0,SAFE_SEMANTIC_MATCH,2,5,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (53),17,QUOTATION,DISCO DE 14 X 3/32 DEWALT,2.0,556.0,DOP,disco|14|x|3/32|dewalt|3/32,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0694,VIGA H 6X6X30 15 LB/P,consu,Ferretería,Units,,,presentation=15 lb,False,False,False,SHARED,66,VIGA H 6X6X30 15 LB/P,35360.0,6,35000.0,35360.0,35360.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (23),24,QUOTATION,VIGA H 6X6X30 15 LB/P,1.0,35360.0,DOP,viga|h|6x6x30|15|lb/p|15 lb,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0695,Inodoro FLUX Baltico ENT SUP BLANCO / CORONA,consu,Plomería,Units,,,,False,False,False,SHARED,67,INODORO FLUX BALTICO ENT SUP BLANCO / CORONA,11890.0,6,11890.0,11890.0,11890.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),15,QUOTATION,INODORO FLUX BALTICO ENT SUP BLANCO / CORONA,7.0,11890.0,DOP,inodoro|flux|baltico|ent|sup|blanco|/|corona,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0697,ORINAL Arrecife ENT SUP BLANCO,consu,Ferretería,Units,,,,False,False,False,SHARED,69,ORINAL ARRECIFE ENT SUP BLANCO,8960.0,6,8960.0,8960.0,8960.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),17,QUOTATION,ORINAL ARRECIFE ENT SUP BLANCO,2.0,8960.0,DOP,orinal|arrecife|ent|sup|blanco,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0698,Boquilla P/LAV PUSH BOT C/rebose 100206 45 Genebre,consu,Ferretería,Units,,,,False,False,False,SHARED,70,BOQUILLA P/LAV PUSH BOT C/REBOSE 100206 45 GENEBRE,1898.0,6,1098.0,1898.0,1898.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),19,QUOTATION,BOQUILLA P/LAV PUSH BOT C/REBOSE 100206 45 GENEBRE,4.0,1898.0,DOP,boquilla|p/lav|push|bot|c/rebose|100206|45|genebre,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0699,Mezcladora P/LAV Monomando 1H T-4119 Aquavita,consu,Ferretería,Units,,T-4119,model=T-4119,False,False,False,SHARED,71,MEZCLADORA P/LAV MONOMANDO 1H T-4119 AQUAVITA,3090.0,6,3090.0,3090.0,3090.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),19,QUOTATION,MEZCLADORA P/LAV MONOMANDO 1H T-4119 AQUAVITA,4.0,3090.0,DOP,mezcladora|p/lav|monomando|1h|t-4119|aquavita|T-4119,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0700,JUNTA DE CERA P/inodoro 40143 Eastman,consu,Plomería,Units,,,,False,False,False,SHARED,72,JUNTA DE CERA P/INODORO 40143 EASTMAN,185.0,6,139.8,185.0,185.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),21,QUOTATION,JUNTA DE CERA P/INODORO 40143 EASTMAN,10.0,185.0,DOP,junta|cera|p/inodoro|40143|eastman,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0701,Cemento BLANCO 2kg (4.4lbs) 2KG Pegaforte,consu,Construcción,Units,,,presentation=2 kg,False,False,False,SHARED,73,CEMENTO BLANCO 2KG (4.4LBS) 2KG PEGAFORTE,205.0,6,192.0,205.0,205.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),22,QUOTATION,CEMENTO BLANCO 2kg (4.4LBS) 2KG PEGAFORTE,1.0,205.0,DOP,cemento|blanco|2|kg|4.4|lb|2|kg|2 kg,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0706,Silicon 100% RTV CLEAR TUBO 10.3 SS-888-18 LANCO,consu,Electrodomésticos,Units,,SS-888-18,model=SS-888-18,False,False,False,SHARED,78,SILICON 100% RTV CLEAR TUBO 10.3 SS-888-18 LANCO,570.0,6,570.0,570.0,570.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),26,QUOTATION,SILICON 100% RTV CLEAR TUBO 10.3 SS-888-18 LANCO,4.0,570.0,DOP,silicon|100%|rtv|clear|tubo|10.3|ss-888-18|lanco|SS-888-18,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0707,LLAVE Angular DOBLE 1/2x3/8x3/8 04326 Eastman,consu,Ferretería,Units,,,,False,False,False,SHARED,79,LLAVE ANGULAR DOBLE 1/2X3/8X3/8 04326 EASTMAN,578.0,6,574.0,578.0,578.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),28,QUOTATION,LLAVE ANGULAR DOBLE 1/2x3/8x3/8 04326 EASTMAN,10.0,578.0,DOP,llave|angular|doble|1/2x3/8x3/8|04326|eastman,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0710,6 TEFLON 3/4x0.075mmx10mts Estuche Generico,consu,Ferretería,Units,Generico,,,False,False,False,SHARED,82,6 TEFLON 3/4X0.075MMX10MTS ESTUCHE GENERICO,61.97,6,14.97,61.97,61.97,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),31,QUOTATION,6 TEFLON 3/4x0.075mmx10mts ESTUCHE GENERICO,20.0,61.97,DOP,6|teflon|3/4x0.075mmx10mts|estuche|generico,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0711,Pintura ACRIL Porcelana 90 (5GL) ACRI Porcela 90 Popular,consu,Pinturas,Units,,,presentation=5 gl,False,False,False,SHARED,83,PINTURA ACRIL PORCELANA 90 (5GL) ACRI PORCELA 90 POPULAR,10958.99,6,10951.2,10958.99,10958.99,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,COT ASDE (25),32,QUOTATION,PINTURA ACRIL PORCELANA 90 (5GL) ACRI PORCELA 90 POPULAR,8.0,10958.99,DOP,pintura|acril|porcelana|90|5|gal|acri|porcela|5 gl,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0712,Pintura Acrilica BLANCO 00 Tropical 5GL,consu,Pinturas,Units,Tropical,,presentation=5 gl,False,False,False,SHARED,84,PINTURA ACRILICA BLANCO 00 TROPICAL 5GL,8050.0,6,8050.0,8050.0,8050.0,EXACT_MATCH,2,6,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (54),32,QUOTATION,PINTURA ACRILICA BLANCO 00 TROPICAL 5GL,2.0,8050.0,DOP,pintura|acrilica|blanco|00|tropical|5|gal|5 gl,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0722,Cemento BLANCO FUNDA 40KG,consu,Construcción,Units,,,presentation=40 kg,False,False,False,SHARED,54,CEMENTO BLANCO FUNDA 40KG,2750.0,3,2750.0,2750.0,2750.0,EXACT_MATCH,1,3,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cot Reconocimiento de deuda ASD,31,QUOTATION,CEMENTO BLANCO FUNDA 40KG,5.0,2750.0,DOP,cemento|blanco|funda|40|kg|40 kg,COTIZACIONES_0.2_b68c.xlsx
AG-0758,PORTA ROLO LANCO HEAVY DUTY ROLLER FRAME,consu,Ferretería,Units,,,,False,False,False,SHARED,127,PORTA ROLO LANCO HEAVY DUTY ROLLER FRAME,608.48,2,608.48,608.48,608.48,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (70),15,QUOTATION,PORTA ROLO LANCO HEAVY DUTY ROLLER FRAME,2.0,608.48,DOP,porta|rolo|lanco|heavy|duty|roller|frame,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0760,Sellatodo Silbond CANO,consu,Ferretería,Gal,Cano,,,False,False,False,SHARED,129,SELLATODO SILBOND CANO,2780.0,2,2780.0,2780.0,2780.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (70),17,QUOTATION,SELLATODO SILBOND CANO,5.0,2780.0,DOP,sellatodo|silbond|cano,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0762,Membrana Asfaltica Italiana FIBRA VIDRIO 2.5MM,consu,Ferretería,Units,,,,False,False,False,SHARED,131,MEMBRANA ASFALTICA ITALIANA FIBRA VIDRIO 2.5MM,6956.0,2,6956.0,6956.0,6956.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,MAX,COTIZACIONES_0.2_b68c.xlsx,Cotizacion 5 (70),19,QUOTATION,MEMBRANA ASFALTICA ITALIANA FIBRA VIDRIO  2.5MM,16.0,6956.0,DOP,membrana|asfaltica|italiana|fibra|vidrio|2.5|mm,COTIZACIONES_0.2_b68c.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-0837,Adaptador MACHO PVC 3/4,consu,Plomería,Units,,,caliber=3/4,False,False,False,SHARED,117,ADAPTADOR MACHO PVC 3/4,20.0,4,20.0,30.0,30.0,EXACT_MATCH,3,3,REUSE_UPDATE_PRICE,,MAX,COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion,51,QUOTATION,ADAPTADOR MACHO PVC 3/4'',4.0,30.0,DOP,adaptador|macho|pvc|3/4|3/4,COTIZACIONES_DORALEX_SRL_bb53.xlsx | COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1281,Agregado FINO (arena) LAVADA,consu,Construcción,m³,,,,False,False,False,SHARED,20,AGREGADO FINO (ARENA LAVADA),1291.5,2,2185.0,4070.0,4070.0,EXACT_MATCH,1,2,REUSE_UPDATE_PRICE,,MAX,COTIZACIONES_DORALEX_SRL_bb53.xlsx,Cotizacion (76),20,QUOTATION,AGREGADO FINO (ARENA) LAVADA,12.0,4070.0,DOP,agregado|fino|arena|lavada,COTIZACIONES_DORALEX_SRL_bb53.xlsx
AG-1478,201-A TONER HP PARA Impresora COLOR Laserjet (W277 ) 400A NEGRO,consu,Tecnología,Units,HP,W277,model=W277,False,False,False,SHARED,140,201-A TONER HP PARA IMPRESORA COLOR LASERJET (W277),5645.0,2,5645.0,5645.0,5645.0,SAFE_SEMANTIC_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,17,QUOTATION,201-A TONER HP PARA IMPRESORA COLOR LASERJET (W277 ) 400A NEGRO,30.0,5645.0,DOP,201-a|toner|hp|para|impresora|color|laserjet|w277|W277,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1479,215-A TONER HP Laserjet PRO 201A (cf401a ) CYAN,consu,Tecnología,Units,HP,CF401A,model=CF401A,False,False,False,SHARED,141,215-A TONER HP LASERJET PRO 201A (CF401A) CYAN,6947.0,2,6947.0,6947.0,6947.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,18,QUOTATION,215-A TONER HP LASERJET PRO 201A  (CF401A ) CYAN,25.0,6947.0,DOP,215-a|toner|hp|laserjet|pro|201a|cf401a|cyan|CF401A,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1480,TONER HP Laserjet PRO 201A (cf402a ) YELLOW,consu,Tecnología,Units,HP,CF402A,model=CF402A,False,False,False,SHARED,142,TONER HP LASERJET PRO 201A (CF402A) YELLOW,6947.0,2,6947.0,6947.0,6947.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,19,QUOTATION,TONER HP LASERJET PRO 201A (CF402A ) YELLOW,20.0,6947.0,DOP,toner|hp|laserjet|pro|201a|cf402a|yellow|CF402A,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1481,TONER HP Laserjet PRO 201A (cf403a ) Magenta,consu,Tecnología,Units,HP,CF403A,model=CF403A,False,False,False,SHARED,143,TONER HP LASERJET PRO 201A (CF403A) MAGENTA,6947.0,2,6947.0,6947.0,6947.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,20,QUOTATION,TONER HP LASERJET PRO 201A (CF403A ) MAGENTA,15.0,6947.0,DOP,toner|hp|laserjet|pro|201a|cf403a|magenta|CF403A,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1482,TONER HP Laserjet 2727n FMP Q7553A,consu,Tecnología,Units,HP,Q7553A,model=Q7553A,False,False,False,SHARED,144,TONER HP LASERJET 2727N FMP Q7553A,6000.0,2,6000.0,6000.0,6000.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,21,QUOTATION,TONER HP LASERJET 2727n FMP Q7553A,10.0,6000.0,DOP,toner|hp|laserjet|2727n|fmp|q7553a|Q7553A,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1483,TONER HP Laserjet MFP 137 Mnw WW 1105A,consu,Tecnología,Units,HP,,,False,False,False,SHARED,145,TONER HP LASERJET MFP 137 MNW WW 1105A,3160.0,2,3160.0,3160.0,3160.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,22,QUOTATION,TONER HP LASERJET MFP 137 mnw WW 1105A,80.0,3160.0,DOP,toner|hp|laserjet|mfp|137|mnw|ww|1105a,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1485,TONER CANON MF455 DW 057 (NEGRO ),consu,Tecnología,Units,Cano,MF455,model=MF455,False,False,False,SHARED,147,TONER CANON MF455 DW 057 (NEGRO),6590.0,2,6590.0,6590.0,6590.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,24,QUOTATION,TONER CANON MF455 DW 057 (NEGRO ),50.0,6590.0,DOP,toner|canon|mf455|dw|057|negro|MF455,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1486,TONER Laserjet Enterprise MFP M 528,consu,Tecnología,Units,,,,False,False,False,SHARED,148,TONER LASERJET ENTERPRISE MFP M 528,8530.0,2,8530.0,8530.0,8530.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,25,QUOTATION,TONER LASERJET ENTERPRISE MFP M 528,3.0,8530.0,DOP,toner|laserjet|enterprise|mfp|m|528,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
AG-1488,TONER HP Laserjet M 1536 Dnf Mfp,consu,Tecnología,Units,HP,,,False,False,False,SHARED,150,TONER HP LASERJET M 1536 DNF MFP,5530.0,2,5530.0,5530.0,5530.0,EXACT_MATCH,2,2,REUSE_NO_CHANGE,,SINGLE,COTIZACIONES__REMPART_GROUP_2_3578.xlsx,toners,27,QUOTATION,TONER HP  LASERJET M 1536 dnf mfp,40.0,5530.0,DOP,toner|hp|laserjet|m|1536|dnf|mfp,COTIZACIONES_DORALEX_f72a.xlsx | COTIZACIONES__REMPART_GROUP_2_3578.xlsx
