product_tmpl_id,product_id,name,active,company_id,type,sale_ok,purchase_ok,list_price,standard_price,currency,uom,category,last_quotation_price,last_quotation_date,last_sale_order_price,last_sale_order_date,last_invoice_price,last_invoice_date,recent_avg_price,price_status,price_difference_pct,recommended_action,evidence,notes
1194,1194,195R15COSMO EL JEFE VAN Ll 8 PR,True,False,consu,True,True,8944.95,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=8944.95,"has master price, no quotation/sale/invoice lines"
140,140,201-A TONER HP PARA IMPRESORA COLOR LASERJET (W277),True,False,consu,True,True,5645.0,0.0,DOP,Units,,,,,,5645.0,2026-08-14,5645.0,PRICE_OK,0.0,KEEP,inv=5645.0@2026-08-14; master=5645.0,master aligned with recent commercial prices
141,141,215-A TONER HP LASERJET PRO 201A (CF401A) CYAN,True,False,consu,True,True,6947.0,0.0,DOP,Units,,,,,,6947.0,2026-08-14,6947.0,PRICE_OK,0.0,KEEP,inv=6947.0@2026-08-14; master=6947.0,master aligned with recent commercial prices
1224,1224,215-A TONER HP PARA Impresora COLOR Laserjet (w2310a ) NEGRO,True,False,consu,True,True,6952.05,0.0,DOP,Units,Tecnología,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=6952.05,"has master price, no quotation/sale/invoice lines"
1234,1234,215-A (w2310a ) Magenta,True,False,consu,True,True,3894.07,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3894.07,"has master price, no quotation/sale/invoice lines"
1233,1233,215-A (w2310a ) NEGRO,True,False,consu,True,True,3605.93,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3605.93,"has master price, no quotation/sale/invoice lines"
1195,1195,265/65R17 Bfgoodrich Trail-terra,True,False,consu,True,True,19386.64,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=19386.64,"has master price, no quotation/sale/invoice lines"
509,509,2812013 Recogedor LINDA C/PALO PALOS 32 PULG LINDA,True,False,consu,True,True,250.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=250.0,"has master price, no quotation/sale/invoice lines"
844,844,43201811 - Disco Versátil(...),True,False,consu,True,True,18.22,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=18.22,"has master price, no quotation/sale/invoice lines"
833,833,43202001 - Discos Compact(...),True,False,consu,True,True,19.71,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=19.71,"has master price, no quotation/sale/invoice lines"
853,853,44101602 - Máquinas Perfo(...),True,False,consu,True,True,1250.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1250.0,"has master price, no quotation/sale/invoice lines"
827,827,44103111 - Rollos De Tint(...),True,False,consu,True,True,150.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=150.0,"has master price, no quotation/sale/invoice lines"
847,847,44111515 - Cajas U Organi(...),True,False,consu,True,True,210.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=210.0,"has master price, no quotation/sale/invoice lines"
832,832,44121615 - Grapadoras,True,False,consu,True,True,1700.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1700.0,"has master price, no quotation/sale/invoice lines"
851,851,44121622 - Humectante O C(...),True,False,consu,True,True,70.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=70.0,"has master price, no quotation/sale/invoice lines"
846,846,44121706 - Lápices De Mad(...),True,False,consu,True,True,6.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=6.0,"has master price, no quotation/sale/invoice lines"
838,838,44121708 - Marcadores,True,False,consu,True,True,17.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=17.0,"has master price, no quotation/sale/invoice lines"
843,843,44121716 - Resaltadores,True,False,consu,True,True,17.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=17.0,"has master price, no quotation/sale/invoice lines"
845,845,44121802 - Fluido De Corr(...),True,False,consu,True,True,35.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=35.0,"has master price, no quotation/sale/invoice lines"
834,834,44121905 - Almohadillas D(...),True,False,consu,True,True,800.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=800.0,"has master price, no quotation/sale/invoice lines"
820,820,44122011 - Folders,True,False,consu,True,True,350.0,0.0,DOP,Units,Oficina,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=350.0,"has master price, no quotation/sale/invoice lines"
837,837,44122104 - Clips Para Pap(...),True,False,consu,True,True,37.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=37.0,"has master price, no quotation/sale/invoice lines"
1498,1498,5 Alambre THHN (AWG) #2 BLANCO PHELPS DODGE,True,False,consu,True,True,216.8,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=216.8,"has master price, no quotation/sale/invoice lines"
857,857,60121701 - Sellos De Esta(...),True,False,consu,True,True,1800.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1800.0,"has master price, no quotation/sale/invoice lines"
82,82,6 TEFLON 3/4X0.075MMX10MTS ESTUCHE GENERICO,True,False,consu,True,True,61.97,0.0,DOP,Units,,,,,,61.97,2025-12-22,61.97,PRICE_OK,0.0,KEEP,inv=61.97@2025-12-22; master=61.97,master aligned with recent commercial prices
1240,1240,87-A NEGRO,True,False,consu,True,True,1330.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1330.0,"has master price, no quotation/sale/invoice lines"
1230,1230,87-A NEGRO TONER CONY 87A,True,False,consu,True,True,4946.0,0.0,DOP,Units,Tecnología,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=4946.0,"has master price, no quotation/sale/invoice lines"
1536,1536,Abanico DAIWA WF-S16M Pedestal 16'' SUPER GRIS,True,False,consu,True,True,2360.25,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2360.25,"has master price, no quotation/sale/invoice lines"
155,155,"ABANICO DAIWA WF-S16M PEDESTAL 16"" SUPER GRIS",True,False,consu,True,True,2000.25,0.0,DOP,Units,,,,,,2000.25,2026-08-18,2000.25,PRICE_OK,0.0,KEEP,inv=2000.25@2026-08-18; master=2000.25,master aligned with recent commercial prices
192,192,Abanico DE BOMBA Pedrollo CP-680A,True,False,consu,True,True,5000.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=5000.0,"has master price, no quotation/sale/invoice lines"
441,441,Abanico DE PARED,True,False,consu,True,True,6845.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=6845.0,"has master price, no quotation/sale/invoice lines"
431,431,Abanico DE PARED DAIWA,True,False,consu,True,True,6845.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=6845.0,"has master price, no quotation/sale/invoice lines"
442,442,Abanico DE TECHO,True,False,consu,True,True,13875.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=13875.0,"has master price, no quotation/sale/invoice lines"
433,433,Abanico DE TECHO HUNTER,True,False,consu,True,True,13875.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=13875.0,"has master price, no quotation/sale/invoice lines"
1575,1575,Abanico Discovery HOME 16'',True,False,consu,True,True,2260.0,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2260.0,"has master price, no quotation/sale/invoice lines"
56,56,"ABANICO DISCOVERY HOME 16""",True,False,consu,True,True,1915.25,0.0,DOP,Units,,,,,,1915.25,2026-08-21,1915.25,PRICE_OK,0.0,KEEP,inv=1915.25@2026-08-21; master=1915.25,master aligned with recent commercial prices
1519,1519,"Abanico KDK N56LG TECHO 56"" NEGRO",True,False,consu,True,True,8389.83,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=8389.83,"has master price, no quotation/sale/invoice lines"
1588,1588,"Abanicos DE Pedestal KGLG 16""",True,False,consu,True,True,2776.84,0.0,DOP,Units,Electrodomésticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2776.84,"has master price, no quotation/sale/invoice lines"
898,898,Abrazadera Unitron DE 3/4,True,False,consu,True,True,45.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=45.0,"has master price, no quotation/sale/invoice lines"
1402,1402,ACEITE 3 EN 1 1.05ONZ,True,False,consu,True,True,165.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=165.0,"has master price, no quotation/sale/invoice lines"
1528,1528,ACEITE DE SOYA LA JOYA 16 OZ 24/1,True,False,consu,True,True,1236.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1236.0,"has master price, no quotation/sale/invoice lines"
1169,1169,ACEITE Kendall AIR COOLED 2T,True,False,consu,True,True,1250.0,0.0,DOP,Units,Material eléctrico,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1250.0,"has master price, no quotation/sale/invoice lines"
1170,1170,ACEITE Kendall MOTO 4T Mineral 20W-50,True,False,consu,True,True,1535.6,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1535.6,"has master price, no quotation/sale/invoice lines"
170,170,Acera E=0.10m Malla Electrosold. D2.3 10x10 (violinada),True,False,consu,True,True,10300.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=10300.0,"has master price, no quotation/sale/invoice lines"
175,175,Acera En Hormigon 210 Kg/cm2- E=0.10m (violinada),True,False,consu,True,True,10300.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=10300.0,"has master price, no quotation/sale/invoice lines"
903,903,"Acondicionador DE AIRE A/C Inverte DE 12MIL BTU, Eficiencia 16",True,False,consu,True,True,43992.5,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=43992.5,"has master price, no quotation/sale/invoice lines"
1186,1186,"Acondicionador DE AIRE A/C Inverte DE 18MIL BTU, Eficiencia 19 G-air/comfort TIME",True,False,consu,True,True,35995.84,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=35995.84,"has master price, no quotation/sale/invoice lines"
1187,1187,"Acondicionador DE AIRE A/C Inverte DE 24MIL BTU, Eficiencia 19 G-air/comfort TIME",True,False,consu,True,True,46988.4,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=46988.4,"has master price, no quotation/sale/invoice lines"
1188,1188,"Acondicionador DE AIRE Dutiable A/C Inverte DE 5 TON, Eficiencia 19 G-air/comfort TIME",True,False,consu,True,True,486958.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=486958.0,"has master price, no quotation/sale/invoice lines"
193,193,Acondicionamiento DE BOMBA DE AGUA CON Pintura Industrial,True,False,consu,True,True,3000.0,0.0,DOP,Units,Pinturas,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3000.0,"has master price, no quotation/sale/invoice lines"
494,494,Acondicionamiento De Techo Con Mortero,True,False,consu,True,True,72.35,0.0,DOP,m²,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=72.35,"has master price, no quotation/sale/invoice lines"
443,443,Acrlico AZUL NAVY Ext-int PRO,True,False,consu,True,True,2595.5,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2595.5,"has master price, no quotation/sale/invoice lines"
415,415,Acrlico AZUL NAVY Ext-int PRO Popular,True,False,consu,True,True,2595.5,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2595.5,"has master price, no quotation/sale/invoice lines"
179,179,A/C Split 12 Btu,True,False,consu,True,True,3500.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3500.0,"has master price, no quotation/sale/invoice lines"
180,180,A/C Split 24 Btu,True,False,consu,True,True,6000.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=6000.0,"has master price, no quotation/sale/invoice lines"
182,182,A/C Tipo Paquete De 10 Ton,True,False,consu,True,True,7500.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=7500.0,"has master price, no quotation/sale/invoice lines"
488,488,Adaptadoe DE RUTER DE 1/2 A UN 1/4,True,False,consu,True,True,945.6,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=945.6,"has master price, no quotation/sale/invoice lines"
710,710,Adaptador MACHO PVC1,True,False,consu,True,True,40.0,0.0,DOP,Units,Plomería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=40.0,"has master price, no quotation/sale/invoice lines"
116,116,ADAPTADOR MACHO PVC 1 PRESION CORVI/DURMAN,True,False,consu,True,True,15.98,0.0,DOP,Units,,,,,,15.98,2025-12-22,15.98,PRICE_OK,0.0,KEEP,inv=15.98@2025-12-22; master=15.98,master aligned with recent commercial prices
117,117,ADAPTADOR MACHO PVC 3/4,True,False,consu,True,True,30.0,0.0,DOP,Units,,,,,,20.0,2025-12-22,20.0,HISTORICAL_PRICE_DIFFERENCE,50.0,UPDATE_CANDIDATE,inv=20.0@2025-12-22; master=30.0,master=30.0 recent_avg=20.0 diff_pct=50.0
695,695,Adhesivo EN Aerosol,True,False,consu,True,True,1243.2,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1243.2,"has master price, no quotation/sale/invoice lines"
1075,1075,Agregado FINO (arena) DE Empañete Khoury/grupo Alterra,True,False,consu,True,True,2490.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2490.0,"has master price, no quotation/sale/invoice lines"
1116,1116,Agregado FINO (arena) ITABO,True,False,consu,True,True,3330.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3330.0,"has master price, no quotation/sale/invoice lines"
1077,1077,Agregado FINO (arena) ITABO Khoury/grupo Alterra,True,False,consu,True,True,1795.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1795.0,"has master price, no quotation/sale/invoice lines"
20,20,AGREGADO FINO (ARENA LAVADA),True,False,consu,True,True,4070.0,0.0,DOP,Units,,,,,,1291.5,2026-08-10,1291.5,SUSPICIOUS_HIGH,215.14,REVIEW,inv=1291.5@2026-08-10; master=4070.0,master=4070.0 recent_avg=1291.5 ratio=3.15
139,139,(AGREGADO FINO) ARENA LAVADA AZUL,True,False,consu,True,True,1990.51,0.0,DOP,Units,,,,,,1990.51,2026-05-27,1990.51,PRICE_OK,0.0,KEEP,inv=1990.51@2026-05-27; master=1990.51,master aligned with recent commercial prices
1074,1074,Agregado FINO (arena) LAVADA Khoury/grupo Alterra,True,False,consu,True,True,2098.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=2098.0,"has master price, no quotation/sale/invoice lines"
21,21,Agregado grueso (grava) 3/4,True,False,consu,True,True,2054.91,0.0,DOP,Units,,,,,,1217.7,2026-08-10,1217.7,HISTORICAL_PRICE_DIFFERENCE,68.75,UPDATE_CANDIDATE,inv=1217.7@2026-08-10; master=2054.91,master=2054.91 recent_avg=1217.7 diff_pct=68.8
138,138,(AGREGADO GRUESO) GRAVA 3/4,False,False,service,True,False,2054.91,0.0,DOP,Units,,,,,,2054.91,2026-05-27,2054.91,PRICE_OK,0.0,KEEP,inv=2054.91@2026-05-27; master=2054.91,master aligned with recent commercial prices
1076,1076,Agregado GRUESO (grava) 3/4 Khoury/grupo Alterra,True,False,consu,True,True,1755.0,0.0,DOP,Units,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=1755.0,"has master price, no quotation/sale/invoice lines"
1106,1106,Agregado GRUESO (GRAVA Caliza) 3/4,True,False,consu,True,True,5800.0,0.0,DOP,m,Construcción,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=5800.0,"has master price, no quotation/sale/invoice lines"
1390,1390,Agua Ras,True,False,consu,True,True,750.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=750.0,"has master price, no quotation/sale/invoice lines"
1329,1329,Aire Acondicionado De 18 Btu,True,False,consu,True,True,67500.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=67500.0,"has master price, no quotation/sale/invoice lines"
1173,1173,Alambre #10,True,False,consu,True,True,30.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=30.0,"has master price, no quotation/sale/invoice lines"
215,215,Alambre #10 AWG,True,False,consu,True,True,39.2,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=39.2,"has master price, no quotation/sale/invoice lines"
1035,1035,Alambre 12,True,False,consu,True,True,34.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=34.0,"has master price, no quotation/sale/invoice lines"
217,217,Alambre 12/2 AWG PHELPS DODGE,True,False,consu,True,True,57.2,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=57.2,"has master price, no quotation/sale/invoice lines"
132,132,ALAMBRE 12/3 AWG THHN,True,False,consu,True,True,70.0,0.0,DOP,Units,,,,,,70.0,2025-12-22,70.0,PRICE_OK,0.0,KEEP,inv=70.0@2025-12-22; master=70.0,master aligned with recent commercial prices
900,900,Alambre AWG NO. 6 BLANCO,True,False,consu,True,True,47.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=47.0,"has master price, no quotation/sale/invoice lines"
899,899,Alambre AWG NO.6 NEGRO,True,False,consu,True,True,47.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=47.0,"has master price, no quotation/sale/invoice lines"
771,771,Alambre CAL 10,True,False,consu,True,True,30.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=30.0,"has master price, no quotation/sale/invoice lines"
770,770,Alambre CAL 12,True,False,consu,True,True,34.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=34.0,"has master price, no quotation/sale/invoice lines"
1115,1115,Alambre CAL-16,True,False,consu,True,True,136.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=136.0,"has master price, no quotation/sale/invoice lines"
338,338,Alambre CAL 18 Galvanizado ASTM A641,True,False,consu,True,True,83.53,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=83.53,"has master price, no quotation/sale/invoice lines"
902,902,Alambre DE GOMA 10/2 .,True,False,consu,True,True,41.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=41.0,"has master price, no quotation/sale/invoice lines"
94,94,ALAMBRE DE GOMA 10/2 AWG,True,False,consu,True,True,113.0,0.0,DOP,Units,,,,,,105.0,2025-12-22,105.0,PRICE_OK,7.62,KEEP,inv=105.0@2025-12-22; master=113.0,master aligned with recent commercial prices
340,340,Alambre DE GOMA #10/3 AWG,True,False,consu,True,True,75.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=75.0,"has master price, no quotation/sale/invoice lines"
536,536,Alambre DE GOMA 12/2,True,False,consu,True,True,43.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=43.0,"has master price, no quotation/sale/invoice lines"
284,284,Alambre DE GOMA #12/2 AWG,True,False,consu,True,True,43.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=43.0,"has master price, no quotation/sale/invoice lines"
216,216,Alambre DE GOMA 12/3,True,False,consu,True,True,68.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=68.0,"has master price, no quotation/sale/invoice lines"
95,95,ALAMBRE DE GOMA 6/2 AWG,True,False,consu,True,True,189.6,0.0,DOP,Units,,,,,,189.6,2025-12-22,189.6,PRICE_OK,0.0,KEEP,inv=189.6@2025-12-22; master=189.6,master aligned with recent commercial prices
901,901,Alambre DE GOMA 8/2,True,False,consu,True,True,56.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=56.0,"has master price, no quotation/sale/invoice lines"
341,341,Alambre DE GOMA #8/3 AWG,True,False,consu,True,True,125.0,0.0,DOP,Units,Neumáticos,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=125.0,"has master price, no quotation/sale/invoice lines"
109,109,ALAMBRE DE GOMA (AWG) 12/2 PHELPS DODGE,True,False,consu,True,True,53.2,0.0,DOP,Units,,,,,,53.2,2025-12-22,53.2,PRICE_OK,0.0,KEEP,inv=53.2@2025-12-22; master=53.2,master aligned with recent commercial prices
108,108,ALAMBRE DE GOMA AWG 12/3 AWG PHELPS DODGE,True,False,consu,True,True,79.86,0.0,DOP,Units,,,,,,79.86,2025-12-22,79.86,PRICE_OK,0.0,KEEP,inv=79.86@2025-12-22; master=79.86,master aligned with recent commercial prices
1066,1066,Alambre DE PUA 16'',True,False,consu,True,True,3900.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=3900.0,"has master price, no quotation/sale/invoice lines"
535,535,Alambre DE VINIL 12/2 AWG PHELPS DODGE,True,False,consu,True,True,57.2,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=57.2,"has master price, no quotation/sale/invoice lines"
537,537,Alambre DE VINIL 14/2 AWG PHELPS DODGE,True,False,consu,True,True,47.6,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=47.6,"has master price, no quotation/sale/invoice lines"
133,133,ALAMBRE D/GOMA 4X1.5M AWG THHN,True,False,consu,True,True,72.0,0.0,DOP,Units,,,,,,72.0,2025-12-22,72.0,PRICE_OK,0.0,KEEP,inv=72.0@2025-12-22; master=72.0,master aligned with recent commercial prices
107,107,ALAMBRE DUPLEX 1.5MM PHELPS DODGE,True,False,consu,True,True,22.56,0.0,DOP,Units,,,,,,22.56,2025-12-22,22.56,PRICE_OK,0.0,KEEP,inv=22.56@2025-12-22; master=22.56,master aligned with recent commercial prices
295,295,Alambre DUPLO #12 AWG,True,False,consu,True,True,40.0,0.0,DOP,Units,Ferretería,,,,,,,,NO_SALES_HISTORY,,NO_ACTION,master=40.0,"has master price, no quotation/sale/invoice lines"
